pleiades	item	itemLabel	itemDescription	coordinates	chronique_ids	dare_ids	geonames_ids	gettytgn_ids	idaigaz_ids	loc_ids	manto_ids	nomisma_ids	topostext_ids	trismegistos_ids	viaf_ids	vici_ids	wikipedia_en
585972	http://www.wikidata.org/entity/Q13427375	Tyrmeidai	ancient Athenian deme										380239DTyr				https://en.wikipedia.org/wiki/Tyrmeidae
586114042	http://www.wikidata.org/entity/Q127271555	Domus Lucina															
586301785	http://www.wikidata.org/entity/Q42760700	Flavii Mausoleum	mausoleum in Tunisia	Point(8.798011724 35.173798695)												51959	
586635001	http://www.wikidata.org/entity/Q3336090	Narekavank	former monastery in Gevaş, Van, Turkey	Point(42.9281893 38.2967993)													https://en.wikipedia.org/wiki/Narekavank
58683083	http://www.wikidata.org/entity/Q21816295	Sitagroi Neolithic Village		Point(24.023333333 41.081666666)													
58683083	http://www.wikidata.org/entity/Q2405927	Sitagroi	village in Drama regional unit, Greece	Point(24.026666666 41.111388888)			734268								19144648170683611022		https://en.wikipedia.org/wiki/Sitagroi
587082458	http://www.wikidata.org/entity/Q48809427	Mausoleum of Gallienus	a large Roman mausoleum located in Rome, at the IX mile of the ancient Appian Way (in the municipality of Ciampino)	Point(12.588740593 41.790907307)												11670	
587486978	http://www.wikidata.org/entity/Q984315	Qalb Loze	Druze village in northwestern Syria	Point(36.5808694 36.1690795)		37351	166172	5003643		n84092065					131398796	69261	https://en.wikipedia.org/wiki/Qalb_Loze
587486980	http://www.wikidata.org/entity/Q66204356	Kafr Aqareb	archaeological site in Syria	Point(36.4406 36.0342)													
587486981	http://www.wikidata.org/entity/Q177549	Krak des Chevaliers	Crusader castle near Homs, Syria	Point(36.294722222 34.756944444)		23423	10297545			n2006048674					131564033	21651	https://en.wikipedia.org/wiki/Krak_des_Chevaliers
587781815	http://www.wikidata.org/entity/Q3908121	Ponte di Annibale	bridge over Titerno river, Italy	Point(14.5496 41.2914)		41890											
587809526	http://www.wikidata.org/entity/Q20858492	Monastery of St. Elian	christian monastery in central Syria	Point(37.225 34.236111111)												23631	https://en.wikipedia.org/wiki/Monastery_of_St._Elian
587811162	http://www.wikidata.org/entity/Q1246134	Via Flaminia minor	A Roman road														
587835546	http://www.wikidata.org/entity/Q739066	Via Ardeatina	street in Rome, Italy												247749353		https://en.wikipedia.org/wiki/Via_Ardeatina
588233703	http://www.wikidata.org/entity/Q55685678	casale fortificato di Balsignano		Point(16.782442 41.086365)													
588236457	http://www.wikidata.org/entity/Q474982	Roman amphitheatre of Trier	roman amphitheatre in Trier, Germany	Point(6.64889 49.7481)		20189									4674150203823103250006	80	https://en.wikipedia.org/wiki/Trier_Amphitheater
588459219	http://www.wikidata.org/entity/Q2911168	Q2911168		Point(3.96585 43.6366)		14136											
58858515	http://www.wikidata.org/entity/Q28217926	Theatre of Zea	ancient Greek theatre in Piraeus, Athens, Greece	Point(23.6446 37.9373)									380236BThe		176145542428396640003	27561	
588990228	http://www.wikidata.org/entity/Q55188945	Roman bridge	Roman bridge in Scigliano, Italy	Point(16.2744675 39.1328233)												58046	
588990229	http://www.wikidata.org/entity/Q109703398	Tell Matarrah	archaeological site in Iraq	Point(44.366667 35.383333)													
589657	http://www.wikidata.org/entity/Q65121499	Acharna	ancient town of Crete	Point(25.159872 35.236313)		28744							352252UAch				https://en.wikipedia.org/wiki/Acharna
589659	http://www.wikidata.org/entity/Q56318973	Agios Andreas Siphnos	excavated prehistoric citadel on island of Siphnos	Point(24.721914 36.954172)									370247XAan				
589672	http://www.wikidata.org/entity/Q393632	Hagia Triada	human settlement	Point(24.79277778 35.05916667)		28751	264137	7011222		sh85058264			351248XATr	33323	315125802		https://en.wikipedia.org/wiki/Hagia_Triada
589675	http://www.wikidata.org/entity/Q1643807	Dikteon Andron	cave near Psychro village, Crete, Greece	Point(25.44506 35.16286)		36681	6692210			no97041265	9878648		352254CAig		148055781		https://en.wikipedia.org/wiki/Psychro_Cave
589676	http://www.wikidata.org/entity/Q1225372	Dikti	mountain range in Crete, Greece	Point(25.5 35.116667)		41895	263100				8188398		353253LAig		233667185		https://en.wikipedia.org/wiki/Dikti
589677	http://www.wikidata.org/entity/Q65121513	Aina	ancient town in Crete	Point(24.9092 35.06322)		23376							351249UAin				https://en.wikipedia.org/wiki/Aina_(Crete)
589679	http://www.wikidata.org/entity/Q17620476	Allaria	human settlement in Greece	Point(24.596908 35.372885)		28752							354246PAll				https://en.wikipedia.org/wiki/Allaria
589686	http://www.wikidata.org/entity/Q60848221	Ampelos	ancient settlement on Crete	Point(26.2316 35.0403)		28755							350262UAmp				https://en.wikipedia.org/wiki/Ampelus_(Crete)
589687	http://www.wikidata.org/entity/Q4748295	Amphimalla	ancient town in Crete	Point(24.260555555 35.361388888)		28756							354243UAmp				https://en.wikipedia.org/wiki/Amphimalla
589688	http://www.wikidata.org/entity/Q25113985	Almyrou Bay	bay in Greece	Point(24.31243 35.38696)			265289						354243WAmp				
589690	http://www.wikidata.org/entity/Q788080	Kommos	human settlement	Point(24.76083333 35.01333333)		28757				sh85072869			350248UAmy		315128760,30144647637642525218,245735696		https://en.wikipedia.org/wiki/Kommos_(Crete)
589692	http://www.wikidata.org/entity/Q62944263	Andros (polis)	city-state on the island of Andros	Point(24.8279 37.8186)							10272323		378248PAnd				https://en.wikipedia.org/wiki/Andros_(city)
589692	http://www.wikidata.org/entity/Q62944263	Andros (polis)	city-state on the island of Andros	Point(24.8269343 37.8157934)							10272323		378248PAnd				https://en.wikipedia.org/wiki/Andros_(city)
589693	http://www.wikidata.org/entity/Q175741	Andros	Greek island in the Cyclades	Point(24.933333333 37.833333333)		39549	265039			n2012058508	9358734		378248PAnd		268509562		https://en.wikipedia.org/wiki/Andros
589694	http://www.wikidata.org/entity/Q74567121	Anopolis	ancient city of Crete	Point(24.0848 35.21281)		28759			2361365				352241PAno	12035			https://en.wikipedia.org/wiki/Anopolis
589696	http://www.wikidata.org/entity/Q56401717	Apellonia	ancient city of Crete	Point(25.018525 35.404896)		28760							354250PApe				https://en.wikipedia.org/wiki/Apellonia
589697	http://www.wikidata.org/entity/Q618227	Aperi	village in Greece	Point(27.170025 35.54904722)			264769						356272XApe				
589700	http://www.wikidata.org/entity/Q107068356	Temple of Apollo Erethimios	an ancient sanctuary on Rhodes	Point(28.030801 36.375016)		22851							364280SApo				
589701	http://www.wikidata.org/entity/Q25164223	Agneion	ancient place on Crete	Point(23.60291 35.59403)		36682	8365587						356236UAgn				
589702	http://www.wikidata.org/entity/Q4780389	Apollonia	Ancient city of Crete	Point(24.381567 35.205006)		28761							352244PApo				https://en.wikipedia.org/wiki/Apollonia_(southern_Crete)
589703	http://www.wikidata.org/entity/Q4780387	Apollonia	ancient city in Crete	Point(25.06033 35.33703)		41492							353251PApo				https://en.wikipedia.org/wiki/Apollonia_(northern_Crete)
589704	http://www.wikidata.org/entity/Q622234	Aptera	site in western Crete, Greece	Point(24.142 35.4629)		24879	264725				10906094		355241PApt		238165181		https://en.wikipedia.org/wiki/Aptera_(Greece)
589705	http://www.wikidata.org/entity/Q65121521	Araden	ancient town of Crete	Point(24.060187 35.224955)									352241UAra	61179			https://en.wikipedia.org/wiki/Araden_(Crete)
589707	http://www.wikidata.org/entity/Q38279659	Ares-Aphrodite temple	ancient sanctuary in Crete	Point(25.719 35.2301)		44589							353258SAre				
589709	http://www.wikidata.org/entity/Q65121534	Aria	town and city-state of ancient Crete	Point(25.464463 35.002406)		28763							350255UAri				https://en.wikipedia.org/wiki/Aria_(Crete)
589710	http://www.wikidata.org/entity/Q20013164	Arkades	ancient town on Crete	Point(25.282439 35.080331)		23387							351253PArk	16076			https://en.wikipedia.org/wiki/Arcades_(Crete)
589711	http://www.wikidata.org/entity/Q72715843	Arcesseia	ancient city on Karpathos, Greece	Point(27.120378 35.47923)									355271PArk				https://en.wikipedia.org/wiki/Arcesine_(Karpathos)
589715	http://www.wikidata.org/entity/Q65121662	Astale		Point(24.795 35.41)		28764							354248UAst				https://en.wikipedia.org/wiki/Astale
589716	http://www.wikidata.org/entity/Q3566939	Asterousia Mountains	mountains in Crete, Greece	Point(25.0833 34.9667)		41471	8569223						350251LAst				https://en.wikipedia.org/wiki/Asterousia_Mountains
589716	http://www.wikidata.org/entity/Q3566939	Asterousia Mountains	mountains in Crete, Greece	Point(25.094444444 34.952777777)		41471	8569223						350251LAst				https://en.wikipedia.org/wiki/Asterousia_Mountains
589717	http://www.wikidata.org/entity/Q757912	Atavyros	mountain of Rhodes, Greece	Point(27.8394 36.1966)			264385				9612913		362279LAta				https://en.wikipedia.org/wiki/Attavyros
589719	http://www.wikidata.org/entity/Q24914420	Cape Steno	cape in Andros municipality, Greece	Point(24.963055555 37.684166666)			253200										
589721	http://www.wikidata.org/entity/Q17622009	Aulon	ancient Greek city in Crete	Point(24.960798 35.05828)									351250UAul				https://en.wikipedia.org/wiki/Aulon_(Crete)
589727	http://www.wikidata.org/entity/Q65121666	Bene	town of ancient Crete	Point(25.070865 35.001887)		28765							350251UBen				https://en.wikipedia.org/wiki/Bene_(Crete)
589729	http://www.wikidata.org/entity/Q16896812	Malaxa Mountain	landform at Malaxa on the island of Crete, Greece	Point(24.072 35.465)		41484							355241LBer				https://en.wikipedia.org/wiki/Malaxa_Mountain
589730	http://www.wikidata.org/entity/Q65121697	Biannus	an inland town and polis of ancient Crete. It appears, under the form Βίεννα, in the list of 22 cities of Crete of the sixth-century Byzantine geographer Hierocles.	Point(25.410089 35.05345)		28766							351254PBia	33280			https://en.wikipedia.org/wiki/Biannus
589733	http://www.wikidata.org/entity/Q17622896	Bionnos	ancient town in Crete, Greece	Point(24.519982 35.159039)		28768							351245PBio				https://en.wikipedia.org/wiki/Bionnus
589735	http://www.wikidata.org/entity/Q60790382	Boebe	ancient town of Crete	Point(24.87863 35.00546)													https://en.wikipedia.org/wiki/Boebe_(Crete)
589739	http://www.wikidata.org/entity/Q12874764	Brycus	ancient city on Karpathos island	Point(27.166944444 35.800555555)									358272PBry				https://en.wikipedia.org/wiki/Brycus
589742	http://www.wikidata.org/entity/Q917162	Halki	island in Greece	Point(27.570555555 36.230277777)		41163,43447	260143			n2014075907			362276ICha		311771522		https://en.wikipedia.org/wiki/Halki_(Greece)
589744	http://www.wikidata.org/entity/Q5092564	Chersonesos	ancient harbor town on Crete, Greece	Point(25.390563 35.321428)		23368							353254PChe				https://en.wikipedia.org/wiki/Chersonasus
589744740	http://www.wikidata.org/entity/Q2002121	Tirzah	ancient Samarian town	Point(35.3378 32.2874)						sh85047195					25146462706527772296		https://en.wikipedia.org/wiki/Tirzah_(Tell_el-Farah_North)
589745	http://www.wikidata.org/entity/Q65121939	Chersonesus	ancient town of west Crete	Point(23.538841 35.379761)													https://en.wikipedia.org/wiki/Chersonesus_(western_Crete)
589748	http://www.wikidata.org/entity/Q4752820	Ancient Crete	ancient civilization on the island of Crete								8188818		352252IKre				https://en.wikipedia.org/wiki/Ancient_Crete
589749	http://www.wikidata.org/entity/Q193149	Sea of Crete	southern portion of the Aegean Sea	Point(25.07083334 36.00027779)			258761	1112285							315149791		https://en.wikipedia.org/wiki/Sea_of_Crete
589752	http://www.wikidata.org/entity/Q17628598	Dattalla		Point(25.340555555 35.1025)		28771							351253UDat				https://en.wikipedia.org/wiki/Dattalla
589753	http://www.wikidata.org/entity/Q112875957	Dembla site	archaeological site on Dembla hill, Crete, with Roman tower and prehistoric remains	Point(23.97714 35.45121)		28772							355240XDeb				
589757	http://www.wikidata.org/entity/Q25163873	Pentélis Réma	stream in Sitia municipality, Greece	Point(26.111388888 35.203333333)			8609053										
589757	http://www.wikidata.org/entity/Q25163873	Pentélis Réma	stream in Sitia municipality, Greece	Point(26.098085082 35.171640326)			8609053										
589760	http://www.wikidata.org/entity/Q22681271	Diktynaion	destroyed sanctuary of Diktynna on Crete	Point(23.76694444 35.66444444)		22690							357238SDik				
589762	http://www.wikidata.org/entity/Q60790773	Korakias	cape of Crete, associated with ancient cape Dion	Point(24.7625 35.419722222)		41490	259341						354248LDio				https://en.wikipedia.org/wiki/Korakias
589763	http://www.wikidata.org/entity/Q915908	Dionysades	group of islands northeast of Crete	Point(26.178333333 35.3525)			251354						353263IDio				https://en.wikipedia.org/wiki/Dionysades
589763	http://www.wikidata.org/entity/Q915908	Dionysades	group of islands northeast of Crete	Point(26.17765 35.34466)			251354						353263IDio				https://en.wikipedia.org/wiki/Dionysades
589764	http://www.wikidata.org/entity/Q65040332	Donacea	ancient town														https://en.wikipedia.org/wiki/Donacea
589765	http://www.wikidata.org/entity/Q17629474	Dragmus		Point(26.155894 35.180193)		28774							352262PDra				https://en.wikipedia.org/wiki/Dragmus
589767	http://www.wikidata.org/entity/Q5306985	Dreros	archaeological site in Greece	Point(25.628333333 35.256666666)		28775			2070173	sh2013000071			353256PDre		315168763		https://en.wikipedia.org/wiki/Dreros
589769	http://www.wikidata.org/entity/Q5349480	Eileithyia Cave	cave in Greece	Point(25.205426 35.324553)		36684				sh2021006954			353252CEil				https://en.wikipedia.org/wiki/Eileithyia_Cave
589772	http://www.wikidata.org/entity/Q1328347	Eleutherna (ancient city)	archaeological site of Crete	Point(24.6738 35.33109)		22251	7701624			sh92004025			353247PEle		315170140,244273822		https://en.wikipedia.org/wiki/Eleutherna
589774	http://www.wikidata.org/entity/Q17994307	Eltynia		Point(25.201564 35.23917)		41494							352252PElt		316477072		https://en.wikipedia.org/wiki/Eltynia
589775	http://www.wikidata.org/entity/Q3561249	Elyros	ancient city of Crete	Point(23.795609 35.28746)		23372			2361647		10272472		353238PEly			23078	https://en.wikipedia.org/wiki/Elyrus
589790	http://www.wikidata.org/entity/Q65040333	Galessus	ancient Greek town on Syros	Point(24.875 37.42)		46786							374249UGal				https://en.wikipedia.org/wiki/Galessus
589791	http://www.wikidata.org/entity/Q12229399	Gavrio	village in Andros, Greece	Point(24.73333333 37.88333333)		46648	262078						379247UGau				https://en.wikipedia.org/wiki/Gavrio
589791	http://www.wikidata.org/entity/Q65081758	Gaurium	ancient port of Andros	Point(24.7376 37.8856)									379247UGau				https://en.wikipedia.org/wiki/Gaurium
589796	http://www.wikidata.org/entity/Q1136193	Gortyn	ancient city in Crete, Greece	Point(24.949458 35.060067)			261975			sh87007073	8254154		351249UGor	719	315170067		https://en.wikipedia.org/wiki/Gortyna
589797	http://www.wikidata.org/entity/Q1147663	Gyaros	unpopulated island in Aegean Sea, Greece	Point(24.716666666 37.616666666)		41229	251326			sh87004353			376247IGya		315126649		https://en.wikipedia.org/wiki/Gyaros
589798	http://www.wikidata.org/entity/Q9070093	Gyraean Rock	possibly mythical islet where Ajax the Lesser died	Point(25.21295 37.5273)									375252LGyR				
589802	http://www.wikidata.org/entity/Q65075667	Heracleium	ancient harbor town of Crete, the modern Iraklio	Point(25.133333 35.333333)							10771896		353251PHer				https://en.wikipedia.org/wiki/Heracleium
589805	http://www.wikidata.org/entity/Q64002992	Sanctuary of Kato Symi	Hermes, Aphrodite shrine in Crete	Point(25.5000368 35.0558472)		44592							353258SHer				
589807	http://www.wikidata.org/entity/Q17322269	Hierapytna	ancient town of Crete, Greece	Point(25.73333333 35.00555556)									350257PHie				https://en.wikipedia.org/wiki/Hierapytna
589808	http://www.wikidata.org/entity/Q25162417	Kerato	mountain in Viannos municipality, Greece	Point(25.41022 35.01318)		41469	6697449,260205						350254LHie				
589808	http://www.wikidata.org/entity/Q25162417	Kerato	mountain in Viannos municipality, Greece	Point(25.4064 35.01074)		41469	6697449,260205						350254LHie				
589809	http://www.wikidata.org/entity/Q25081507	Drapanokefala	mountain in Crete	Point(24.234166666 35.445833333)			262931						354242LHip				
